,Status,Life expectancy,Adult Mortality,BMI,HIV/AIDS,Diphtheria,Polio,GDP,Income composition of resources,Schooling
415,Developing,51.0,348.0,12.2,4.0,45.0,45.0,226.4759814,0.0,3.4
351,Developing,47.8,647.0,29.9,38.8,97.0,97.0,3349.68823,0.559,11.7
579,Developing,74.3,143.0,55.7,0.1,91.0,91.0,7884.984429,0.707,13.2
552,Developing,78.9,9.0,58.7,0.1,96.0,95.0,1526.87746,0.797,14.8
1478,Developing,52.3,52.0,3.2,10.5,96.0,95.0,1352.38433,0.469,11.0
506,Developing,81.0,76.0,61.3,0.1,93.0,93.0,36189.58838,0.886,15.8
2916,Developing,49.3,554.0,18.4,17.0,82.0,84.0,691.3178164,0.467,10.7
1480,Developing,49.4,566.0,29.2,18.2,91.0,89.0,923.136931,0.453,10.8
645,Developed,77.0,14.0,61.3,0.1,96.0,96.0,14539.18421,0.808,14.5
2604,Developing,67.4,159.0,16.2,0.1,83.0,83.0,1117.77724,0.618,12.5
1932,Developing,75.4,18.0,51.5,0.1,98.0,96.0,16784.34616,0.782,12.4
1031,Developing,83.0,76.0,63.7,0.1,99.0,99.0,26917.75898,0.859,16.4
1602,Developing,78.5,61.0,27.4,0.1,99.0,99.0,8395.785198,0.701,12.7
246,Developed,79.8,85.0,61.6,0.1,98.0,98.0,4488.5615,0.876,15.8
1569,Developing,57.9,283.0,13.9,0.6,57.0,58.0,245.939659,0.0,8.0
1211,Developing,67.3,191.0,19.7,0.1,72.0,78.0,1586.254,0.632,10.9
862,Developing,58.8,343.0,13.3,1.9,93.0,95.0,232.7945459,0.0,4.7
2534,Developed,84.0,74.0,51.8,0.1,93.0,95.0,41336.72192,0.89,15.2
1479,Developing,51.1,527.0,29.7,13.4,93.0,92.0,1173.26212,0.464,10.9
1504,Developing,51.5,333.0,2.4,3.1,42.0,54.0,174.1815473,0.386,10.5
2486,Developing,67.9,221.0,49.0,1.6,73.0,74.0,2232.513244,0.0,11.0
298,Developing,65.0,254.0,16.7,0.3,95.0,95.0,1247.61392,0.0,9.2
1091,Developing,58.4,282.0,25.6,3.4,87.0,87.0,642.6256154,0.419,9.2
1318,Developed,82.5,64.0,27.4,0.1,97.0,96.0,48167.99727,0.884,15.1
1559,Developing,63.3,248.0,18.0,0.5,7.0,7.0,412.739341,0.503,10.2
1902,Developing,49.8,396.0,19.9,5.3,4.0,46.0,119.743286,0.466,9.0
2610,Developing,64.9,186.0,13.9,0.1,63.0,62.0,441.53226,0.511,11.0
355,Developing,74.5,148.0,53.6,0.1,95.0,96.0,12291.46685,0.73,14.2
2668,Developing,74.9,13.0,58.3,0.1,97.0,97.0,4137.55421,0.717,14.6
1170,Developed,82.7,49.0,61.0,0.1,92.0,92.0,5734.4436,0.919,19.0
1016,Developing,66.0,271.0,24.9,2.1,94.0,94.0,186.76538,0.542,10.4
51,Developing,56.0,358.0,21.5,2.6,75.0,75.0,4598.249988,0.508,10.3
1329,Developed,81.1,74.0,22.2,0.1,85.0,98.0,38532.488,0.852,14.5
896,Developing,52.5,372.0,12.6,4.9,32.0,55.0,12.1789279,0.283,4.3
454,Developing,72.4,124.0,26.8,0.4,99.0,99.0,3444.5566,0.621,12.4
204,Developing,66.8,161.0,11.6,0.1,87.0,9.0,432.7388972,0.484,7.9
861,Developing,59.1,342.0,13.6,1.8,98.0,98.0,287.4222243,0.0,5.0
1670,Developing,73.9,154.0,31.8,0.1,98.0,98.0,9291.227619,0.756,14.3
1057,Developing,74.0,182.0,37.7,0.1,97.0,97.0,5117.589923,0.0,14.1
671,Developing,76.7,115.0,5.4,0.1,98.0,99.0,2832.188893,0.686,12.3
1816,Developing,68.9,167.0,17.4,0.2,9.0,9.0,681.7925868,0.538,12.3
2754,Developing,75.6,87.0,55.1,0.1,92.0,94.0,42672.61323,0.826,12.9
2456,Developing,71.5,175.0,14.1,0.1,99.0,99.0,875.412178,0.677,12.4
937,Developing,89.0,88.0,59.1,0.1,98.0,98.0,45413.6571,0.877,16.1
159,Developing,66.6,16.0,42.1,0.1,76.0,75.0,655.974326,0.636,10.1
1502,Developing,50.0,42.0,21.1,3.2,35.0,49.0,133.494518,0.373,10.3
1147,Developing,72.8,161.0,43.5,0.8,95.0,94.0,1437.628785,0.583,10.8
2226,Developing,64.7,22.0,24.0,1.2,97.0,97.0,843.89447,0.521,10.2
1961,Developing,77.5,118.0,56.3,0.1,8.0,81.0,11685.97983,0.773,12.9
265,Developing,69.4,184.0,44.4,0.6,98.0,98.0,4187.3783,0.692,12.3
1657,Developing,61.7,215.0,26.8,1.2,64.0,63.0,146.83851,0.476,7.1
2045,Developed,75.7,136.0,57.8,0.1,99.0,96.0,11527.59323,0.818,15.1
269,Developing,68.5,199.0,42.0,0.1,89.0,93.0,3556.561825,0.678,11.9
1988,Developing,59.3,327.0,38.9,1.4,61.0,54.0,511.665773,0.428,6.9
17,Developing,77.5,8.0,57.2,0.1,98.0,98.0,4575.763787,0.761,14.2
1283,Developed,82.5,57.0,63.1,0.1,95.0,95.0,35396.66517,0.877,16.3
2761,Developing,74.2,17.0,54.1,0.1,94.0,94.0,3371.26869,0.791,11.8
1790,Developing,63.9,224.0,16.4,0.5,73.0,86.0,247.24276,0.465,7.9
1061,Developing,71.3,189.0,48.6,0.4,96.0,94.0,3299.65139,0.616,10.6
1148,Developing,72.5,163.0,42.8,0.9,98.0,98.0,1311.741714,0.577,10.6
136,Developed,81.0,8.0,53.7,0.1,85.0,85.0,46586.6525,0.86,15.2
2430,Developed,81.9,64.0,63.5,0.1,97.0,97.0,3736.228,0.86,16.4
1372,Developing,54.1,412.0,16.4,11.6,76.0,7.0,519.7999346,0.474,9.6
2690,Developing,72.8,126.0,58.5,0.1,9.0,9.0,834.869161,0.687,11.9
1923,Developed,78.9,81.0,54.6,0.1,93.0,93.0,4361.1538,0.916,17.1
669,Developing,77.4,18.0,52.1,0.1,72.0,98.0,3192.669378,0.694,12.9
551,Developing,79.6,88.0,59.3,0.1,95.0,95.0,1781.3668,0.804,15.2
1767,Developing,54.8,48.0,21.3,6.9,76.0,73.0,566.513873,0.4,9.2
474,Developing,62.9,234.0,13.9,1.4,82.0,82.0,474.2238766,0.47,10.0
271,Developing,68.3,196.0,4.8,0.3,91.0,91.0,3364.423711,0.668,11.7
2314,Developed,82.9,56.0,32.9,0.1,96.0,96.0,56336.7234,0.922,15.4
2203,Developing,73.2,136.0,73.4,0.1,64.0,62.0,4234.554443,0.698,12.9
1717,Developing,68.4,225.0,51.5,0.1,99.0,99.0,4181.583321,0.729,14.8
1628,Developing,53.6,29.0,18.0,1.9,77.0,78.0,487.942556,0.338,5.8
2910,Developing,58.2,366.0,21.2,6.3,81.0,83.0,1644.619672,0.543,12.0
8,Developing,57.5,295.0,15.2,0.1,63.0,63.0,369.835796,0.415,8.4
1817,Developing,68.4,172.0,16.9,0.2,92.0,92.0,692.1166842,0.529,12.0
1802,Developing,62.4,36.0,31.0,8.7,83.0,83.0,4153.497885,0.598,11.4
1668,Developing,74.2,148.0,32.8,0.1,97.0,98.0,1153.93822,0.769,14.7
1556,Developing,64.7,23.0,19.5,0.4,74.0,73.0,461.723722,0.508,10.3
2299,Developing,54.0,47.0,23.3,0.8,92.0,92.0,71.8186998,0.413,9.3
1981,Developing,61.6,288.0,44.2,1.1,73.0,79.0,1166.66337,0.477,9.2
57,Developing,47.7,381.0,18.2,2.5,34.0,36.0,262.415149,0.439,7.2
2629,Developing,54.7,355.0,17.9,5.2,72.0,72.0,31.437144,0.428,9.9
946,Developing,66.0,229.0,36.3,2.7,8.0,79.0,7388.984144,0.694,12.6
978,Developing,74.4,129.0,56.2,0.1,94.0,91.0,3764.64912,0.768,13.9
682,Developed,78.8,64.0,55.8,0.1,97.0,97.0,27169.99256,0.829,13.4
1,Developing,59.9,271.0,18.6,0.1,62.0,58.0,612.696514,0.476,10.0
891,Developing,57.2,328.0,14.2,3.3,46.0,59.0,193.794956,0.346,6.6
1871,Developing,71.2,194.0,46.4,0.3,86.0,87.0,1175.116225,0.592,11.0
1545,Developed,80.0,8.0,58.4,0.1,99.0,96.0,114293.8433,0.887,13.5
465,Developing,68.3,179.0,18.9,0.2,88.0,87.0,198.687123,0.553,10.9
2518,Developed,79.9,71.0,53.9,0.1,99.0,99.0,29571.7446,0.88,15.9
77,Developing,74.0,153.0,39.5,0.1,98.0,93.0,9386.716452,0.0,0.0
2204,Developing,73.0,139.0,72.9,0.1,65.0,6.0,3942.9827,0.693,12.9
596,Developing,62.2,241.0,22.1,0.2,83.0,85.0,829.7586885,0.479,10.6
1685,Developing,76.6,12.0,62.1,0.1,83.0,83.0,1298.86766,0.753,12.9
191,Developing,74.5,92.0,54.5,0.1,97.0,97.0,13636.34668,0.786,13.2
661,Developing,78.8,92.0,58.4,0.1,97.0,99.0,675.92436,0.78,16.5
2631,Developing,54.6,345.0,17.1,5.3,5.0,51.0,26.6394652,0.426,9.4
554,Developing,78.4,93.0,57.4,0.1,91.0,92.0,7615.3468,0.79,14.6
1255,Developed,86.0,68.0,58.9,0.1,94.0,94.0,48538.58776,0.907,18.2
752,Developed,76.9,12.0,52.2,0.1,97.0,97.0,3743.55917,0.86,16.5
2689,Developing,73.2,124.0,59.3,0.1,96.0,96.0,979.49246,0.697,12.3
1356,Developing,64.6,294.0,46.3,0.1,98.0,99.0,3771.278957,0.737,13.9
2546,Developing,73.7,123.0,48.5,0.1,8.0,83.0,1762.24617,0.636,11.4
773,Developing,72.1,174.0,55.8,0.4,85.0,85.0,5968.876767,0.706,13.1
389,Developed,73.4,147.0,62.7,0.1,94.0,94.0,6843.263289,0.77,13.9
1011,Developing,62.1,253.0,28.0,0.8,98.0,93.0,1432.227943,0.576,11.7
2487,Developing,67.7,219.0,48.3,1.8,68.0,65.0,1598.77512,0.0,11.0
930,Developing,82.4,78.0,62.5,0.1,98.0,98.0,36526.7711,0.894,16.3
1199,Developing,63.3,219.0,12.2,0.3,59.0,58.0,466.2842,0.499,8.4
518,Developing,48.6,453.0,19.8,7.3,42.0,45.0,449.961839,0.345,6.4
27,Developing,73.0,17.0,48.9,0.1,97.0,98.0,2416.588235,0.681,10.9
1574,Developing,54.1,441.0,18.0,11.2,97.0,97.0,512.125451,0.444,10.6
1273,Developing,81.0,65.0,62.1,0.1,94.0,94.0,29657.4421,0.877,15.8
259,Developing,69.4,189.0,48.5,0.1,98.0,98.0,4673.63848,0.702,12.5
1912,Developed,81.5,62.0,6.3,0.1,94.0,94.0,1291.435,0.942,17.5
637,Developing,78.0,1.0,48.3,0.1,88.0,88.0,4167.71417,0.715,12.1
1736,Developing,75.4,113.0,59.7,0.1,95.0,95.0,7318.742449,0.792,15.1
1821,Developing,66.6,194.0,14.9,0.2,82.0,82.0,393.8843518,0.486,10.0
2605,Developing,67.2,161.0,15.8,0.1,67.0,66.0,114.56179,0.607,12.5
1604,Developing,77.9,64.0,25.1,0.1,99.0,99.0,7112.33575,0.683,12.4
1476,Developing,52.1,518.0,31.4,9.6,93.0,9.0,1196.1335,0.484,11.1
1801,Developing,63.0,299.0,31.8,6.2,83.0,83.0,5191.58381,0.604,11.4
2238,Developing,73.7,94.0,63.9,0.1,98.0,98.0,19259.58726,0.792,13.3
1026,Developing,81.0,72.0,66.5,0.1,99.0,99.0,187.78991,0.865,17.2
64,Developing,76.4,13.0,47.7,0.2,99.0,86.0,13566.9541,0.784,13.9
1485,Developing,44.8,666.0,26.9,34.6,9.0,89.0,781.5145936,0.439,10.7
1892,Developing,50.0,284.0,13.6,1.5,34.0,41.0,158.455972,0.253,2.8
1003,Developed,79.6,84.0,58.0,0.1,96.0,94.0,36447.87232,0.892,16.5
2272,Developing,74.0,132.0,55.8,0.1,95.0,95.0,671.773913,0.749,13.5
409,Developing,54.3,32.0,14.6,2.0,86.0,94.0,422.6332374,0.325,4.7
1353,Developing,66.6,258.0,47.9,0.1,99.0,99.0,8513.564645,0.758,14.6
1905,Developing,48.1,41.0,18.3,5.4,29.0,42.0,512.65719,0.0,8.1
1389,Developing,64.8,214.0,71.4,0.1,62.0,61.0,113.6286,0.0,12.4
1803,Developing,61.7,317.0,3.2,11.7,83.0,83.0,429.6561,0.589,11.3
2395,Developing,69.0,371.0,49.5,4.5,73.0,73.0,6876.953821,0.652,12.8
412,Developing,51.6,332.0,13.3,2.9,79.0,83.0,332.344351,0.0,3.8
2925,Developing,56.6,429.0,3.3,8.8,95.0,95.0,955.648466,0.464,9.8
2120,Developed,74.8,135.0,59.9,0.1,94.0,94.0,12.27733,0.797,14.7
2052,Developed,74.5,145.0,54.0,0.1,99.0,98.0,5196.932921,0.79,15.0
266,Developing,69.0,191.0,43.8,0.8,96.0,96.0,3933.332215,0.695,12.8
1186,Developing,68.3,181.0,18.7,0.2,87.0,86.0,1613.18878,0.615,11.6
1853,Developed,81.0,76.0,63.2,0.1,88.0,88.0,3259.73471,0.891,19.2
1161,Developed,74.1,165.0,6.5,0.1,99.0,99.0,15669.25929,0.812,15.3
914,Developing,81.1,76.0,62.1,0.1,97.0,97.0,4245.39744,0.893,17.0
2476,Developing,71.3,178.0,56.3,0.9,84.0,84.0,9272.413453,0.708,12.7
933,Developing,81.5,83.0,61.1,0.1,99.0,99.0,4838.2444,0.885,16.1
1640,Developed,82.0,63.0,67.1,0.1,73.0,73.0,2675.58259,0.815,14.4
2632,Developing,54.6,339.0,16.6,5.1,64.0,63.0,26.3932935,0.425,9.3
934,Developing,81.7,83.0,6.6,0.1,99.0,99.0,4381.288,0.882,16.1
1597,Developing,73.2,137.0,29.8,0.1,95.0,95.0,4955.477743,0.731,12.7
2636,Developing,73.0,138.0,73.8,0.1,77.0,79.0,451.542462,0.717,14.4
2656,Developing,69.9,185.0,4.2,0.3,9.0,91.0,21188.11857,0.767,12.4
128,Developed,81.5,65.0,57.6,0.1,93.0,93.0,43665.947,0.892,15.9
1484,Developing,44.5,675.0,27.4,34.8,89.0,88.0,862.9463118,0.437,10.7
86,Developing,75.6,126.0,59.2,0.1,94.0,97.0,8161.36966,0.794,16.5
2480,Developing,69.8,196.0,53.3,1.2,85.0,85.0,6858.163158,0.691,11.9
820,Developing,73.0,184.0,54.7,0.2,92.0,92.0,3895.664491,0.675,13.2
223,Developing,73.3,127.0,43.0,0.9,93.0,86.0,11568.1111,0.741,14.0
1097,Developing,55.6,297.0,21.9,6.0,77.0,77.0,583.5445622,0.398,8.8
2324,Developed,79.7,71.0,29.9,0.1,95.0,95.0,2745.27136,0.82,12.7
1959,Developing,77.8,118.0,57.8,0.1,73.0,72.0,13134.4367,0.785,13.0
1867,Developing,73.2,163.0,49.4,0.2,98.0,99.0,1464.497754,0.613,11.3
774,Developing,73.1,16.0,54.7,0.7,84.0,84.0,5759.643,0.703,13.0
98,Developing,74.4,123.0,53.3,0.1,95.0,96.0,3843.591213,0.736,12.7
1294,Developed,79.9,72.0,57.0,0.1,96.0,97.0,27387.2258,0.841,15.4
2161,Developing,55.3,37.0,15.4,7.1,95.0,95.0,287.931877,0.388,8.8
785,Developing,72.0,176.0,43.1,2.5,78.0,71.0,282.4242,0.651,12.2
983,Developing,73.8,132.0,52.0,0.1,92.0,88.0,2964.47734,0.738,13.3
2047,Developed,75.3,144.0,56.6,0.1,99.0,99.0,1126.31852,0.808,15.0
131,Developed,88.0,7.0,56.1,0.1,92.0,92.0,48333.57273,0.884,15.7
2704,Developing,64.5,235.0,42.7,0.1,96.0,96.0,394.467675,0.0,10.5
2364,Developing,68.7,184.0,48.1,0.1,99.0,99.0,1858.689868,0.505,9.4
2236,Developing,74.1,9.0,65.6,0.1,98.0,98.0,2533.9462,0.818,14.5
56,Developing,48.2,375.0,18.8,2.6,73.0,75.0,2878.837144,0.454,7.7
1316,Developed,83.5,56.0,28.2,0.1,96.0,99.0,4454.44746,0.894,15.3
2850,Developing,73.0,157.0,46.6,0.1,67.0,67.0,2393.367265,0.579,10.7
1809,Developing,55.7,452.0,25.8,24.6,77.0,78.0,1713.47594,0.556,11.8
762,Developing,59.1,39.0,3.6,3.7,72.0,72.0,965.6693779,0.405,4.3
423,Developing,55.3,35.0,15.2,2.9,92.0,89.0,196.2472628,0.319,7.9
299,Developing,64.2,263.0,16.1,0.3,89.0,9.0,197.45788,0.0,8.8
1835,Developed,86.0,65.0,58.6,0.1,97.0,97.0,519.349,0.906,16.9
2155,Developing,63.8,247.0,18.9,1.3,97.0,93.0,617.317648,0.464,10.2
1498,Developing,57.9,286.0,22.9,2.8,65.0,67.0,21.3733292,0.383,9.9
1765,Developing,56.7,375.0,22.2,4.1,79.0,79.0,623.2871141,0.409,9.1
2574,Developing,73.9,158.0,27.9,0.2,99.0,99.0,575.32176,0.711,13.1
673,Developed,85.0,52.0,6.3,0.1,97.0,97.0,2375.1127,0.854,14.3
1159,Developed,74.5,156.0,61.7,0.1,99.0,99.0,1325.53379,0.817,15.3
1039,Developing,79.0,81.0,58.6,0.1,92.0,92.0,1411.31339,0.811,14.6
573,Developing,72.7,16.0,21.9,0.1,86.0,86.0,1148.5857,0.6,9.7
129,Developed,81.4,66.0,57.1,0.1,98.0,98.0,51322.63997,0.892,15.9
336,Developing,65.7,256.0,37.9,2.2,95.0,96.0,6532.651,0.698,12.6
1741,Developing,73.8,13.0,56.5,0.1,9.0,9.0,4383.59597,0.751,13.2
1654,Developing,62.5,29.0,28.8,1.2,8.0,8.0,1364.283745,0.491,7.8
1041,Developing,78.2,84.0,57.4,0.1,89.0,89.0,1242.95373,0.794,13.9
2081,Developing,76.6,84.0,65.1,0.1,97.0,98.0,51488.49529,0.83,13.7
2482,Developing,69.3,199.0,51.8,0.6,84.0,84.0,527.92,0.678,11.5
903,Developing,69.1,2.0,58.7,0.1,99.0,99.0,3651.966784,0.706,14.6
475,Developing,61.5,253.0,13.5,1.7,85.0,86.0,48.615184,0.458,9.7
1983,Developing,61.1,295.0,42.7,1.4,71.0,72.0,956.668952,0.461,8.6
84,Developing,75.7,12.0,6.4,0.1,91.0,93.0,12726.9836,0.816,17.1
542,Developing,48.0,4.0,14.1,4.8,26.0,26.0,197.3156442,0.3,4.9
1627,Developing,54.3,288.0,18.5,1.8,78.0,79.0,521.6425796,0.35,6.1
1986,Developing,59.9,314.0,4.4,1.5,62.0,59.0,637.3616215,0.439,7.6
2311,Developing,41.0,519.0,17.5,1.5,38.0,38.0,227.779471,0.302,7.0
1475,Developing,52.1,522.0,32.0,9.4,93.0,9.0,1174.839214,0.491,10.8
941,Developing,82.0,94.0,57.0,0.1,98.0,99.0,33874.74255,0.857,15.5
1077,Developing,58.4,288.0,21.7,1.9,62.0,63.0,52.3485646,0.396,8.5
2672,Developing,74.7,12.0,54.7,0.1,99.0,99.0,431.9326,0.701,14.3
540,Developing,48.4,43.0,14.8,5.1,23.0,36.0,292.5914364,0.284,5.4
2912,Developing,57.4,368.0,2.2,9.1,94.0,93.0,1139.11233,0.518,11.6
1063,Developing,77.0,196.0,47.2,0.4,94.0,94.0,2825.5247,0.602,10.5
2533,Developed,85.0,72.0,52.3,0.1,93.0,95.0,4796.56497,0.889,15.0
2679,Developing,73.2,11.0,48.9,0.1,98.0,98.0,2254.933126,0.654,13.1
373,Developing,76.9,79.0,36.2,0.1,95.0,99.0,35268.1117,0.845,14.2
572,Developing,73.1,13.0,22.6,0.1,86.0,87.0,1288.642924,0.61,9.9
580,Developing,74.2,144.0,55.0,0.1,85.0,85.0,7227.73968,0.7,13.0
1467,Developing,74.1,1.0,61.4,0.1,78.0,75.0,5372.65899,0.733,13.2
2442,Developing,74.7,141.0,22.7,0.1,99.0,99.0,382.54994,0.76,14.0
1096,Developing,56.3,288.0,22.5,6.0,8.0,78.0,544.222779,0.401,8.9
1874,Developing,75.0,197.0,44.2,0.4,85.0,85.0,11.147277,0.577,10.7
2233,Developing,74.5,88.0,68.2,0.1,98.0,97.0,2732.86172,0.845,16.1
1935,Developing,74.7,115.0,5.1,0.1,98.0,98.0,1448.55,0.748,11.6
184,Developing,75.6,77.0,57.6,0.1,97.0,97.0,2977.1153,0.813,14.4
996,Developed,86.0,71.0,61.4,0.1,95.0,94.0,4653.91143,0.919,16.9
2640,Developing,72.6,145.0,71.5,0.1,86.0,88.0,3392.64743,0.698,14.5
927,Developing,78.1,98.0,56.6,0.1,98.0,95.0,26834.2625,0.863,18.0
2265,Developing,75.6,121.0,6.0,0.1,95.0,95.0,5237.255334,0.775,14.4
1337,Developing,73.1,119.0,6.1,0.1,97.0,98.0,3385.69665,0.739,13.6
488,Developing,53.6,395.0,24.4,7.0,82.0,81.0,111.71186,0.456,8.0
1551,Developed,78.3,95.0,55.2,0.1,99.0,99.0,5293.64115,0.86,13.5
1930,Developing,75.8,15.0,52.0,0.1,99.0,99.0,2986.36,0.797,13.6
262,Developing,69.5,184.0,46.3,0.3,97.0,98.0,4258.788611,0.7,12.7
126,Developed,79.9,75.0,59.0,0.1,92.0,91.0,19517.84168,0.899,20.5
2705,Developing,64.1,241.0,42.0,0.1,98.0,98.0,26.371428,0.0,10.4
1384,Developing,65.2,28.0,74.6,0.1,86.0,84.0,1297.285141,0.576,11.9
1547,Developed,79.4,85.0,57.5,0.1,99.0,99.0,89739.7117,0.88,13.5
944,Developing,79.0,13.0,55.2,0.1,97.0,98.0,22527.31775,0.849,15.6
2924,Developing,58.0,399.0,3.8,6.8,95.0,95.0,111.227396,0.488,10.4
979,Developing,74.5,125.0,55.3,0.1,91.0,91.0,4429.6575,0.759,13.5
1332,Developing,73.9,114.0,64.0,0.1,98.0,98.0,3992.86717,0.737,13.1
1111,Developing,65.9,221.0,42.4,0.4,95.0,95.0,326.281212,0.618,10.2
822,Developing,72.0,197.0,53.4,0.3,89.0,9.0,3736.58713,0.666,13.0
2560,Developing,66.4,178.0,35.3,0.3,86.0,87.0,76.914128,0.592,10.8
1094,Developing,57.1,289.0,23.7,5.7,86.0,85.0,692.69989,0.41,9.0
2554,Developing,69.6,162.0,39.9,0.2,97.0,94.0,114.45919,0.622,11.3
2579,Developing,72.5,177.0,22.6,0.5,98.0,98.0,2893.651356,0.682,12.0
1929,Developing,76.0,14.0,52.3,0.1,98.0,99.0,22134.916,0.797,13.7
1252,Developed,81.0,67.0,61.3,0.1,96.0,96.0,5234.76736,0.902,18.6
414,Developing,56.0,344.0,12.5,3.6,62.0,62.0,235.4912324,0.0,3.5
0,Developing,65.0,263.0,19.1,0.1,65.0,6.0,584.25921,0.479,10.1
2630,Developing,54.7,351.0,17.5,5.3,59.0,58.0,28.832123,0.428,9.7
2752,Developing,76.0,84.0,55.1,0.1,93.0,94.0,3372.57517,0.831,13.2
2007,Developing,75.5,123.0,55.6,0.1,9.0,88.0,63.343259,0.737,13.4
1936,Developing,74.3,118.0,49.5,0.1,99.0,99.0,12376.97936,0.742,11.5
2547,Developing,73.5,127.0,47.6,0.1,8.0,83.0,1577.457182,0.624,11.0
670,Developing,77.7,19.0,51.3,0.1,99.0,98.0,2994.339988,0.692,12.5
1443,Developed,74.4,156.0,6.7,0.1,92.0,92.0,15725.1374,0.822,16.0
2678,Developing,73.5,19.0,49.7,0.1,96.0,96.0,2346.5937,0.662,13.3
2601,Developing,68.3,152.0,17.4,0.1,76.0,75.0,1161.76935,0.603,12.5
1165,Developed,72.9,18.0,58.2,0.1,99.0,99.0,1259.5266,0.793,15.3
2068,Developed,77.2,17.0,51.7,0.1,98.0,96.0,12882.28897,0.788,15.9
1336,Developing,73.3,118.0,6.9,0.1,98.0,98.0,3492.1396,0.742,13.6
118,Developed,81.7,66.0,63.4,0.1,92.0,92.0,42742.99898,0.925,19.1
1677,Developing,72.1,168.0,28.0,0.1,97.0,97.0,5116.45424,0.704,13.0
43,Developing,72.3,14.0,47.9,0.1,86.0,86.0,2598.9823,0.673,11.7
97,Developing,74.6,12.0,54.1,0.1,93.0,95.0,3994.712355,0.739,12.7
779,Developing,72.3,178.0,49.3,1.8,89.0,88.0,3836.468771,0.677,12.6
2404,Developing,53.7,497.0,42.9,29.7,74.0,73.0,4863.51688,0.611,12.9
2202,Developing,73.6,131.0,73.8,0.1,67.0,62.0,4219.65123,0.7,12.9
1213,Developing,65.3,213.0,18.2,0.1,71.0,79.0,1148.56996,0.624,11.0
2571,Developing,74.5,153.0,31.3,0.1,99.0,99.0,6171.262444,0.733,13.6
2237,Developing,73.9,92.0,64.7,0.1,98.0,98.0,2377.74739,0.804,13.9
539,Developing,48.5,45.0,15.1,5.2,21.0,31.0,454.6765879,0.301,5.6
1462,Developing,75.0,93.0,64.0,0.1,81.0,75.0,8734.9653,0.758,13.2
1926,Developing,76.6,99.0,54.6,0.1,99.0,99.0,16627.36433,0.795,13.7
2626,Developing,55.7,345.0,19.3,5.0,84.0,85.0,377.33629,0.436,10.2
1265,Developed,76.4,94.0,51.5,0.1,86.0,86.0,26241.91883,0.848,16.2
2726,Developing,51.0,53.0,13.9,9.4,59.0,57.0,237.9995917,0.418,11.5
994,Developed,81.0,68.0,62.3,0.1,95.0,94.0,41176.88158,0.924,17.1
2671,Developing,74.7,12.0,55.6,0.1,99.0,99.0,4129.977335,0.706,14.4
2622,Developing,57.4,323.0,21.4,3.8,83.0,83.0,487.9238913,0.449,11.0
295,Developing,67.0,234.0,18.8,0.4,96.0,96.0,1795.18137,0.0,10.5
1585,Developing,43.1,588.0,14.1,25.5,75.0,73.0,153.2594872,0.391,10.7
1972,Developing,75.7,125.0,47.8,0.2,99.0,99.0,4126.14671,0.725,12.6
2313,Developed,83.1,55.0,33.2,0.1,96.0,96.0,53629.73746,0.924,15.4
1483,Developing,45.3,654.0,27.9,34.1,89.0,88.0,915.775754,0.437,10.7
1947,Developing,65.1,172.0,21.9,0.1,82.0,82.0,14.142268,0.521,7.5
2634,Developing,73.3,135.0,74.8,0.1,8.0,82.0,4192.349758,0.716,14.3
1196,Developing,64.4,211.0,13.5,0.3,65.0,65.0,77.819,0.526,9.4
2072,Developing,78.1,69.0,68.4,0.1,89.0,99.0,86852.7119,0.854,13.4
1373,Developing,53.0,432.0,15.9,13.2,73.0,73.0,458.8843551,0.461,8.9
473,Developing,64.1,216.0,14.3,1.1,8.0,8.0,539.8791529,0.483,10.1
759,Developing,69.0,279.0,31.7,3.2,89.0,89.0,1253.657431,0.436,5.3
2016,Developing,74.2,134.0,49.5,0.4,94.0,94.0,3171.49856,0.693,13.0
1567,Developing,59.3,271.0,14.7,0.7,62.0,61.0,262.2859481,0.462,8.3
22,Developing,76.1,91.0,53.5,0.1,98.0,98.0,4114.136545,0.721,12.2
424,Developing,54.8,355.0,14.8,3.4,99.0,93.0,17.79995,0.309,7.2
2085,Developing,76.3,87.0,63.3,0.1,93.0,93.0,2843.63635,0.809,12.6
1546,Developed,79.7,82.0,57.9,0.1,99.0,96.0,1618.4928,0.877,13.5
2682,Developing,75.5,17.0,65.3,0.1,96.0,96.0,12127.22522,0.759,14.5
2846,Developing,71.2,141.0,49.9,0.1,65.0,65.0,3275.91684,0.591,10.8
1869,Developing,72.5,173.0,47.9,0.2,93.0,93.0,1344.31871,0.601,11.0
421,Developing,56.8,33.0,16.1,1.9,96.0,94.0,231.1943256,0.361,9.3
137,Developed,79.8,81.0,53.2,0.1,83.0,83.0,443.99361,0.854,15.0
2017,Developing,72.8,148.0,48.8,0.4,77.0,66.0,2754.7829,0.692,13.0
280,Developing,57.1,283.0,21.5,2.0,82.0,82.0,76.535419,0.438,8.9
1190,Developing,66.8,193.0,16.4,0.2,82.0,79.0,1461.671957,0.58,10.8
556,Developing,77.9,1.0,56.1,0.1,96.0,96.0,4787.699532,0.775,14.0
2268,Developing,74.9,126.0,58.3,0.1,91.0,93.0,5659.3824,0.767,14.0
913,Developing,67.7,221.0,5.2,0.1,9.0,91.0,276.1338,0.681,13.1
12,Developing,56.7,295.0,13.4,0.1,41.0,41.0,198.7285436,0.373,6.5
